what,kind,bundleId,bundleVersion,description,time
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1355194337176
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355194339136
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1355194341898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355194349556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194366109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194375756
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355194419690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194420922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194450679
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355194450960
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355194454856
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355194455078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194518772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194518888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194531206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194554586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194562362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194563791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194601172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194601266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194611468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194794466
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355194804521
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355194805424
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355194817782
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355194817968
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355194821144
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355194821476
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355194824539
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355194824754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355194826860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355195198945
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355195200799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355195223905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355195233074
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355195233098
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355195233302
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355195236295
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355195236473
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355195237145
