what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127348942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127391404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127447198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127458304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127468921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355127474423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355127483923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127491677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127500342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127515538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127734932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127743616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127770977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355127858491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355127861845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355127867863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127879925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127918421
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355127918514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355127942818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127947772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127966171
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355127968214
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355127975030
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1355127975218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355127985792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128053106
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355128053225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355128078542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128085502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128085509
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1355128085650
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355128090009
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1355128090009
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1355128091271
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355128091518
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1355128091518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128111873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128116998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128126149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128162742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128182058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128188405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128207303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128223405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355128228192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128259146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128308278
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355128312156
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1355128312374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128357142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128370878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1355128402464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355128408150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1355128413608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355128417787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1355128423184
