what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"4",1355109936172
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1355109936172
java.runtime.version,sysinfo,,,"1.7.0_06-b24",1355109936172
java.specification.name,sysinfo,,,"Java Platform API Specification",1355109936173
java.specification.vendor,sysinfo,,,"Oracle Corporation",1355109936173
java.specification.version,sysinfo,,,"1.7",1355109936173
java.vendor,sysinfo,,,"Oracle Corporation",1355109936173
java.version,sysinfo,,,"1.7.0_06",1355109936173
java.vm.info,sysinfo,,,"mixed mode",1355109936173
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1355109936173
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1355109936173
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1355109936173
java.vm.specification.version,sysinfo,,,"1.7",1355109936173
java.vm.vendor,sysinfo,,,"Oracle Corporation",1355109936173
java.vm.version,sysinfo,,,"23.2-b09",1355109936173
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1355109936255
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1355109937246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355109942379
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355109943757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355109956832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355109960418
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1355110116983
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1355110117003
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1355110117164
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1355110117222
