what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355202879371
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355202882431
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1355202884423
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1355202886579
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355202916903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355202956164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203039811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203115998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203120202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203140961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203257365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355203286965
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355203289178
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1355203290495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203292572
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1355203299185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203302847
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355203302867
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1355203302951
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355203303626
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1355203304416
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355203335192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203366147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203371105
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355203374220
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355203374252
closed,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355203374313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203394803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203500095
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355203500113
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355203509827
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355203512454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355203529275
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355203530874
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1355203532404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203550362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355203734687
