what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1354754825339
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1354754825370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354754834515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354754871577
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1354754875776
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354754875923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354754877516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354754879137
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1354754895923
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1354754895959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354754897976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354754906595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354754909237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354754910151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354754918625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354756117826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354756119831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354758326291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354758328536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354758329698
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354758329890
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1354758330333
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1354758330344
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1354758330352
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1354758330373
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1354854058965
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1354854058967
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1354854059005
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1354854059055
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1354854059088
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1354854059128
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1354854059162
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1354854059171
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1354854059197
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1354854059258
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1354854059271
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1354854059313
